ID,MSSUBCLASS,MSZONING,LOTFRONTAGE,LOTAREA,STREET,ALLEY,LOTSHAPE,LANDCONTOUR,UTILITIES,LOTCONFIG,LANDSLOPE,NEIGHBORHOOD,CONDITION1,CONDITION2,BLDGTYPE,HOUSESTYLE,OVERALLQUAL,OVERALLCOND,YEARBUILT,YEARREMODADD,ROOFSTYLE,ROOFMATL,EXTERIOR1ST,EXTERIOR2ND,MASVNRTYPE,MASVNRAREA,EXTERQUAL,EXTERCOND,FOUNDATION,BSMTQUAL,BSMTCOND,BSMTEXPOSURE,BSMTFINTYPE1,BSMTFINSF1,BSMTFINTYPE2,BSMTFINSF2,BSMTUNFSF,TOTALBSMTSF,HEATING,HEATINGQC,CENTRALAIR,ELECTRICAL,1STFLRSF,2NDFLRSF,LOWQUALFINSF,GRLIVAREA,BSMTFULLBATH,BSMTHALFBATH,FULLBATH,HALFBATH,BEDROOMABVGR,KITCHENABVGR,KITCHENQUAL,TOTRMSABVGRD,FUNCTIONAL,FIREPLACES,FIREPLACEQU,GARAGETYPE,GARAGEFINISH,GARAGECARS,GARAGEAREA,GARAGEQUAL,GARAGECOND,PAVEDDRIVE,WOODDECKSF,OPENPORCHSF,ENCLOSEDPORCH,3SSNPORCH,SCREENPORCH,FENCE,MISCFEATURE,MISCVAL,MOSOLD,YRSOLD,SALETYPE,SALECONDITION,SALEPRICE,HASGARAGE,HASPOOL
42,20,RL,115.0,16905.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,TIMBER,NORM,NORM,1FAM,1STORY,5,6,1959,1959,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,GD,CBLOCK,TA,TA,TA,BLQ,967.0,TA,0.0,383.0,1350.0,GASA,GD,Y,SBRKR,1328.0,0.0,0.0,1328.0,0,1,1,1,2,1,TA,5,TYP,2,GD,ATTCHD,ATTCHD,1,308.0,ATTCHD,ATTCHD,P,0.0,104.0,0.0,0.0,0.0,NA,NA,0,7,2007,WD,NORMAL,170000,True,False
43,85,RL,0.0,9180.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,SAWYERW,NORM,NORM,1FAM,SFOYER,5,7,1983,1983,GABLE,COMPSHG,HDBOARD,HDBOARD,None,0.0,TA,TA,CBLOCK,GD,TA,GD,ALQ,747.0,TA,93.0,0.0,840.0,GASA,GD,Y,SBRKR,884.0,0.0,0.0,884.0,1,0,1,0,2,1,GD,5,TYP,0,NA,ATTCHD,ATTCHD,2,504.0,ATTCHD,ATTCHD,Y,240.0,0.0,0.0,0.0,0.0,NA,NA,0,12,2007,WD,NORMAL,144000,True,False
44,20,RL,0.0,9200.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,5,6,1975,1980,HIP,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,CBLOCK,GD,TA,GD,LWQ,280.0,TA,491.0,167.0,938.0,GASA,TA,Y,SBRKR,938.0,0.0,0.0,938.0,1,0,1,0,3,1,TA,5,TYP,0,NA,DETCHD,DETCHD,1,308.0,DETCHD,DETCHD,Y,145.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2008,WD,NORMAL,130250,True,False
45,20,RL,70.0,7945.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,6,1959,1959,GABLE,COMPSHG,BRKFACE,WD SDNG,None,0.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,179.0,TA,506.0,465.0,1150.0,GASA,EX,Y,FUSEA,1150.0,0.0,0.0,1150.0,1,0,1,0,3,1,TA,6,TYP,0,NA,ATTCHD,ATTCHD,1,300.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,5,2006,WD,NORMAL,141000,True,False
46,120,RL,61.0,7658.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,TWNHSE,1STORY,9,5,2005,2005,HIP,COMPSHG,METALSD,METALSD,BRKFACE,412.0,EX,TA,PCONC,EX,TA,EX,GLQ,456.0,TA,0.0,1296.0,1752.0,GASA,EX,Y,SBRKR,1752.0,0.0,0.0,1752.0,1,0,2,0,2,1,EX,6,TYP,1,GD,ATTCHD,ATTCHD,2,576.0,ATTCHD,ATTCHD,Y,196.0,82.0,0.0,0.0,0.0,NA,NA,0,2,2010,WD,NORMAL,319900,True,False
47,50,RL,48.0,12822.0,PAVE,NA,IR1,LVL,ALLPUB,CULDSAC,GTL,MITCHEL,NORM,NORM,1FAM,1.5FIN,7,5,2003,2003,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,EX,TA,EX,GLQ,1351.0,TA,0.0,83.0,1434.0,GASA,EX,Y,SBRKR,1518.0,631.0,0.0,2149.0,1,0,1,1,1,1,GD,6,TYP,1,EX,ATTCHD,ATTCHD,2,670.0,ATTCHD,ATTCHD,Y,168.0,43.0,0.0,0.0,198.0,NA,NA,0,8,2009,WD,ABNORML,239686,True,False
48,20,FV,84.0,11096.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,1STORY,8,5,2006,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,TA,GD,GLQ,24.0,TA,0.0,1632.0,1656.0,GASA,EX,Y,SBRKR,1656.0,0.0,0.0,1656.0,0,0,2,0,3,1,GD,7,TYP,0,NA,ATTCHD,ATTCHD,3,826.0,ATTCHD,ATTCHD,Y,0.0,146.0,0.0,0.0,0.0,NA,NA,0,7,2007,WD,NORMAL,249700,True,False
49,190,RM,33.0,4456.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,2FMCON,2STORY,4,5,1920,2008,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,BRKTIL,TA,TA,TA,UNF,0.0,TA,0.0,736.0,736.0,GASA,GD,Y,SBRKR,736.0,716.0,0.0,1452.0,0,0,2,0,2,3,TA,8,TYP,0,NA,NA,NA,0,0.0,NA,NA,N,0.0,0.0,102.0,0.0,0.0,NA,NA,0,6,2009,NEW,PARTIAL,113000,False,False
50,20,RL,66.0,7742.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,1FAM,1STORY,5,7,1966,1966,GABLE,COMPSHG,HDBOARD,HDBOARD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,BLQ,763.0,TA,0.0,192.0,955.0,GASA,EX,Y,SBRKR,955.0,0.0,0.0,955.0,1,0,1,0,3,1,TA,6,TYP,0,NA,ATTCHD,ATTCHD,1,386.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,1,2007,WD,NORMAL,127000,True,False
51,60,RL,0.0,13869.0,PAVE,NA,IR2,LVL,ALLPUB,CORNER,GTL,GILBERT,NORM,NORM,1FAM,2STORY,6,6,1997,1997,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,PCONC,GD,TA,GD,GLQ,182.0,TA,0.0,612.0,794.0,GASA,GD,Y,SBRKR,794.0,676.0,0.0,1470.0,0,1,2,0,3,1,TA,6,TYP,0,NA,ATTCHD,ATTCHD,2,388.0,ATTCHD,ATTCHD,Y,0.0,75.0,0.0,0.0,0.0,NA,NA,0,7,2007,WD,NORMAL,177000,True,False
52,50,RM,52.0,6240.0,PAVE,SHED,REG,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,NORM,NORM,1FAM,1.5FIN,6,6,1934,1950,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,TA,PCONC,TA,TA,TA,UNF,0.0,TA,0.0,816.0,816.0,GASA,TA,Y,SBRKR,816.0,0.0,360.0,1176.0,0,0,1,0,3,1,TA,6,TYP,1,GD,DETCHD,DETCHD,2,528.0,DETCHD,DETCHD,Y,112.0,0.0,0.0,0.0,0.0,SHED,SHED,400,9,2006,WD,NORMAL,114500,True,False
53,90,RM,110.0,8472.0,GRVL,NA,IR2,BNK,ALLPUB,CORNER,MOD,IDOTRR,RRNN,NORM,DUPLEX,1STORY,5,5,1963,1963,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,FA,TA,CBLOCK,GD,TA,GD,LWQ,104.0,TA,712.0,0.0,816.0,GASA,TA,N,SBRKR,816.0,0.0,0.0,816.0,1,0,1,0,2,1,TA,5,TYP,0,NA,CARPORT,CARPORT,2,516.0,CARPORT,CARPORT,Y,106.0,0.0,0.0,0.0,0.0,NA,NA,0,5,2010,WD,NORMAL,110000,True,False
54,20,RL,68.0,50271.0,PAVE,NA,IR1,LOW,ALLPUB,INSIDE,GTL,VEENKER,NORM,NORM,1FAM,1STORY,9,5,1981,1987,GABLE,WDSHNGL,WDSHING,WD SHNG,None,0.0,GD,TA,CBLOCK,EX,TA,EX,GLQ,1810.0,TA,0.0,32.0,1842.0,GASA,GD,Y,SBRKR,1842.0,0.0,0.0,1842.0,2,0,0,1,0,1,GD,5,TYP,1,GD,ATTCHD,ATTCHD,3,894.0,ATTCHD,ATTCHD,Y,857.0,72.0,0.0,0.0,0.0,NA,NA,0,11,2006,WD,NORMAL,385000,True,False
55,80,RL,60.0,7134.0,PAVE,NA,REG,BNK,ALLPUB,INSIDE,MOD,NAMES,NORM,NORM,1FAM,SLVL,5,5,1955,1955,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,384.0,TA,0.0,0.0,384.0,GASA,TA,Y,SBRKR,1360.0,0.0,0.0,1360.0,0,0,1,0,3,1,TA,6,MIN1,1,TA,DETCHD,DETCHD,2,572.0,DETCHD,DETCHD,Y,0.0,50.0,0.0,0.0,0.0,NA,NA,0,2,2007,WD,NORMAL,130000,True,False
56,20,RL,100.0,10175.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,6,5,1964,1964,GABLE,COMPSHG,HDBOARD,PLYWOOD,BRKFACE,272.0,TA,TA,CBLOCK,TA,TA,TA,BLQ,490.0,TA,0.0,935.0,1425.0,GASA,GD,Y,SBRKR,1425.0,0.0,0.0,1425.0,0,0,2,0,3,1,TA,7,TYP,1,GD,ATTCHD,ATTCHD,2,576.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,407.0,0.0,NA,NA,0,7,2008,WD,NORMAL,180500,True,False
57,160,FV,24.0,2645.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,TWNHS,2STORY,8,5,1999,2000,GABLE,COMPSHG,METALSD,METALSD,BRKFACE,456.0,GD,TA,PCONC,GD,TA,GD,GLQ,649.0,TA,0.0,321.0,970.0,GASA,EX,Y,SBRKR,983.0,756.0,0.0,1739.0,1,0,2,1,3,1,GD,7,TYP,0,NA,ATTCHD,ATTCHD,2,480.0,ATTCHD,ATTCHD,Y,115.0,0.0,0.0,0.0,0.0,NA,NA,0,8,2009,WD,ABNORML,172500,True,False
58,60,RL,89.0,11645.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,5,2004,2004,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,860.0,860.0,GASA,EX,Y,SBRKR,860.0,860.0,0.0,1720.0,0,0,2,1,3,1,GD,7,TYP,0,NA,ATTCHD,ATTCHD,2,565.0,ATTCHD,ATTCHD,Y,0.0,70.0,0.0,0.0,0.0,NA,NA,0,8,2006,WD,NORMAL,196500,True,False
59,60,RL,66.0,13682.0,PAVE,NA,IR2,HLS,ALLPUB,CULDSAC,GTL,STONEBR,NORM,NORM,1FAM,2STORY,10,5,2006,2006,HIP,COMPSHG,VINYLSD,VINYLSD,BRKFACE,1031.0,EX,TA,PCONC,EX,TA,EX,UNF,0.0,TA,0.0,1410.0,1410.0,GASA,EX,Y,SBRKR,1426.0,1519.0,0.0,2945.0,0,0,3,1,3,1,GD,10,TYP,1,GD,BUILTIN,BUILTIN,3,641.0,BUILTIN,BUILTIN,Y,192.0,0.0,37.0,0.0,0.0,NA,NA,0,10,2006,NEW,PARTIAL,438780,True,False
60,20,RL,60.0,7200.0,PAVE,NA,REG,BNK,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,5,7,1972,1972,GABLE,COMPSHG,HDBOARD,HDBOARD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,632.0,TA,0.0,148.0,780.0,GASA,EX,Y,SBRKR,780.0,0.0,0.0,780.0,0,0,1,0,2,1,TA,4,TYP,0,NA,DETCHD,DETCHD,1,352.0,DETCHD,DETCHD,Y,196.0,0.0,0.0,0.0,0.0,NA,NA,0,1,2008,WD,NORMAL,124900,True,False
61,20,RL,63.0,13072.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYERW,RRAE,NORM,1FAM,1STORY,6,5,2004,2004,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,PCONC,GD,TA,GD,ALQ,941.0,TA,0.0,217.0,1158.0,GASA,EX,Y,SBRKR,1158.0,0.0,0.0,1158.0,1,0,1,1,3,1,GD,5,TYP,0,NA,DETCHD,DETCHD,2,576.0,DETCHD,DETCHD,Y,0.0,50.0,0.0,0.0,0.0,NA,NA,0,5,2006,NEW,PARTIAL,158000,True,False
62,75,RM,60.0,7200.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,IDOTRR,NORM,NORM,1FAM,2.5UNF,5,7,1920,1996,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,TA,BRKTIL,TA,FA,TA,UNF,0.0,FA,0.0,530.0,530.0,GASA,TA,N,SBRKR,581.0,530.0,0.0,1111.0,0,0,1,0,3,1,FA,6,TYP,0,NA,DETCHD,DETCHD,1,288.0,DETCHD,DETCHD,N,0.0,0.0,144.0,0.0,0.0,NA,NA,0,3,2007,WD,NORMAL,101000,True,False
63,120,RL,44.0,6442.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,TWNHSE,1STORY,8,5,2006,2006,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,178.0,GD,TA,PCONC,GD,GD,GD,GLQ,24.0,GD,0.0,1346.0,1370.0,GASA,EX,Y,SBRKR,1370.0,0.0,0.0,1370.0,0,0,2,0,2,1,GD,6,TYP,1,GD,ATTCHD,ATTCHD,2,484.0,ATTCHD,ATTCHD,Y,120.0,49.0,0.0,0.0,0.0,NA,NA,0,10,2007,WD,NORMAL,202500,True,False
64,70,RM,50.0,10300.0,PAVE,NA,IR1,BNK,ALLPUB,INSIDE,GTL,OLDTOWN,RRAN,FEEDR,1FAM,2STORY,7,6,1921,1950,GABLE,COMPSHG,STUCCO,STUCCO,None,0.0,TA,TA,BRKTIL,TA,TA,TA,UNF,0.0,TA,0.0,576.0,576.0,GASA,GD,Y,SBRKR,902.0,808.0,0.0,1710.0,0,0,2,0,3,1,TA,9,TYP,0,NA,DETCHD,DETCHD,2,480.0,DETCHD,DETCHD,Y,12.0,11.0,64.0,0.0,0.0,NA,NA,0,4,2010,WD,NORMAL,140000,True,False
65,60,RL,0.0,9375.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,5,1997,1998,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,573.0,TA,TA,PCONC,GD,TA,GD,GLQ,739.0,TA,0.0,318.0,1057.0,GASA,EX,Y,SBRKR,1057.0,977.0,0.0,2034.0,1,0,2,1,3,1,GD,8,TYP,0,NA,ATTCHD,ATTCHD,2,645.0,ATTCHD,ATTCHD,Y,576.0,36.0,0.0,0.0,0.0,NA,NA,0,2,2009,WD,NORMAL,219500,True,False
66,60,RL,76.0,9591.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NRIDGHT,NORM,NORM,1FAM,2STORY,8,5,2004,2005,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,344.0,GD,TA,PCONC,EX,TA,EX,UNF,0.0,TA,0.0,1143.0,1143.0,GASA,EX,Y,SBRKR,1143.0,1330.0,0.0,2473.0,0,0,2,1,4,1,GD,9,TYP,1,GD,BUILTIN,BUILTIN,3,852.0,BUILTIN,BUILTIN,Y,192.0,151.0,0.0,0.0,0.0,NA,NA,0,10,2007,WD,NORMAL,317000,True,False
67,20,RL,0.0,19900.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,POSA,NORM,1FAM,1STORY,7,5,1970,1989,GABLE,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,287.0,TA,TA,CBLOCK,GD,TA,GD,GLQ,912.0,TA,0.0,1035.0,1947.0,GASA,TA,Y,SBRKR,2207.0,0.0,0.0,2207.0,1,0,2,0,3,1,TA,7,MIN1,1,GD,ATTCHD,ATTCHD,2,576.0,ATTCHD,ATTCHD,Y,301.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2010,WD,NORMAL,180000,True,False
68,20,RL,72.0,10665.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,7,5,2003,2003,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,167.0,GD,TA,PCONC,GD,TA,GD,GLQ,1013.0,TA,0.0,440.0,1453.0,GASA,EX,Y,SBRKR,1479.0,0.0,0.0,1479.0,1,0,2,0,3,1,GD,7,TYP,0,NA,ATTCHD,ATTCHD,2,558.0,ATTCHD,ATTCHD,Y,144.0,29.0,0.0,0.0,0.0,NA,NA,0,6,2007,WD,NORMAL,226000,True,False
69,30,RM,47.0,4608.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,OLDTOWN,ARTERY,NORM,1FAM,1STORY,4,6,1945,1950,GABLE,COMPSHG,METALSD,METALSD,None,0.0,TA,GD,CBLOCK,TA,TA,TA,UNF,0.0,TA,0.0,747.0,747.0,GASA,TA,Y,SBRKR,747.0,0.0,0.0,747.0,0,0,1,0,2,1,TA,4,TYP,0,NA,ATTCHD,ATTCHD,1,220.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,6,2010,WD,NORMAL,80000,True,False
70,50,RL,81.0,15593.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,CLEARCR,NORM,NORM,1FAM,1.5FIN,7,4,1953,1953,GABLE,COMPSHG,BRKFACE,ASBSHNG,None,0.0,GD,TA,CBLOCK,TA,TA,TA,BLQ,603.0,TA,0.0,701.0,1304.0,GASW,TA,Y,SBRKR,1304.0,983.0,0.0,2287.0,0,0,2,0,3,1,TA,7,TYP,1,TA,ATTCHD,ATTCHD,2,667.0,ATTCHD,ATTCHD,Y,0.0,21.0,114.0,0.0,0.0,NA,NA,0,7,2006,WD,NORMAL,225000,True,False
71,20,RL,95.0,13651.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,7,6,1973,1973,GABLE,COMPSHG,PLYWOOD,PLYWOOD,BRKFACE,1115.0,TA,GD,CBLOCK,GD,TA,GD,ALQ,1880.0,TA,0.0,343.0,2223.0,GASA,EX,Y,SBRKR,2223.0,0.0,0.0,2223.0,1,0,2,0,3,1,TA,8,TYP,2,GD,ATTCHD,ATTCHD,2,516.0,ATTCHD,ATTCHD,Y,300.0,0.0,0.0,0.0,0.0,NA,NA,0,2,2007,WD,NORMAL,244000,True,False
72,20,RL,69.0,7599.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,MITCHEL,NORM,NORM,1FAM,1STORY,4,6,1982,2006,GABLE,COMPSHG,HDBOARD,PLYWOOD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,565.0,TA,0.0,280.0,845.0,GASA,TA,Y,SBRKR,845.0,0.0,0.0,845.0,1,0,1,0,2,1,TA,4,TYP,0,NA,DETCHD,DETCHD,2,360.0,DETCHD,DETCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,6,2007,WD,NORMAL,129500,True,False
73,60,RL,74.0,10141.0,PAVE,NA,IR1,LVL,ALLPUB,CORNER,GTL,GILBERT,NORM,NORM,1FAM,2STORY,7,5,1998,1998,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,40.0,TA,TA,PCONC,GD,TA,GD,UNF,0.0,TA,0.0,832.0,832.0,GASA,GD,Y,SBRKR,885.0,833.0,0.0,1718.0,0,0,2,1,3,1,TA,7,TYP,1,TA,ATTCHD,ATTCHD,2,427.0,ATTCHD,ATTCHD,Y,0.0,94.0,0.0,0.0,291.0,NA,NA,0,12,2009,WD,NORMAL,185000,True,False
74,20,RL,85.0,10200.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,7,1954,2003,GABLE,COMPSHG,WD SDNG,WD SDNG,BRKFACE,104.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,320.0,TA,362.0,404.0,1086.0,GASA,GD,Y,SBRKR,1086.0,0.0,0.0,1086.0,1,0,1,0,3,1,TA,6,TYP,0,NA,ATTCHD,ATTCHD,2,490.0,ATTCHD,ATTCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,5,2010,WD,NORMAL,144900,True,False
75,50,RM,60.0,5790.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,OLDTOWN,NORM,NORM,1FAM,2STORY,3,6,1915,1950,GAMBREL,COMPSHG,VINYLSD,VINYLSD,None,0.0,GD,GD,CBLOCK,FA,TA,FA,UNF,0.0,TA,0.0,840.0,840.0,GASA,GD,N,SBRKR,840.0,765.0,0.0,1605.0,0,0,2,0,3,2,TA,8,TYP,0,NA,DETCHD,DETCHD,1,379.0,DETCHD,DETCHD,Y,0.0,0.0,202.0,0.0,0.0,NA,NA,0,5,2010,WD,NORMAL,107400,True,False
76,180,RM,21.0,1596.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,MEADOWV,NORM,NORM,TWNHS,SLVL,4,5,1973,1973,GABLE,COMPSHG,CEMNTBD,CMENTBD,None,0.0,TA,TA,CBLOCK,GD,TA,GD,GLQ,462.0,TA,0.0,0.0,462.0,GASA,TA,Y,SBRKR,526.0,462.0,0.0,988.0,1,0,1,0,2,1,TA,5,TYP,0,NA,BUILTIN,BUILTIN,1,297.0,BUILTIN,BUILTIN,Y,120.0,101.0,0.0,0.0,0.0,NA,NA,0,11,2009,WD,NORMAL,91000,True,False
77,20,RL,0.0,8475.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,4,7,1956,1956,GABLE,COMPSHG,VINYLSD,VINYLSD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,ALQ,228.0,TA,0.0,724.0,952.0,GASA,EX,Y,FUSEA,952.0,0.0,0.0,952.0,0,0,1,0,2,1,TA,4,TYP,0,NA,DETCHD,DETCHD,1,283.0,DETCHD,DETCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,4,2008,WD,NORMAL,135750,True,False
78,50,RM,50.0,8635.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,NORM,NORM,1FAM,1.5FIN,5,5,1948,2001,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,TA,CBLOCK,TA,TA,TA,BLQ,336.0,TA,41.0,295.0,672.0,GASA,TA,Y,SBRKR,1072.0,213.0,0.0,1285.0,1,0,1,0,2,1,TA,6,MIN1,0,NA,DETCHD,DETCHD,1,240.0,DETCHD,DETCHD,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,1,2008,WD,NORMAL,127000,True,False
79,90,RL,72.0,10778.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,DUPLEX,1STORY,4,5,1968,1968,HIP,COMPSHG,HDBOARD,HDBOARD,None,0.0,TA,TA,CBLOCK,TA,TA,TA,UNF,0.0,TA,0.0,1768.0,1768.0,GASA,TA,N,SBRKR,1768.0,0.0,0.0,1768.0,0,0,2,0,4,2,TA,8,TYP,0,NA,NA,NA,0,0.0,NA,NA,Y,0.0,0.0,0.0,0.0,0.0,NA,NA,0,4,2010,WD,NORMAL,136500,False,False
80,50,RM,60.0,10440.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,OLDTOWN,NORM,NORM,1FAM,2STORY,5,6,1910,1981,GABLE,COMPSHG,WD SDNG,WD SDNG,None,0.0,TA,TA,PCONC,TA,TA,TA,UNF,0.0,TA,0.0,440.0,440.0,GASA,GD,Y,SBRKR,682.0,548.0,0.0,1230.0,0,0,1,1,2,1,TA,5,TYP,0,NA,DETCHD,DETCHD,2,440.0,DETCHD,DETCHD,Y,74.0,0.0,128.0,0.0,0.0,NA,NA,0,5,2009,WD,NORMAL,110000,True,False
81,60,RL,100.0,13000.0,PAVE,NA,REG,LVL,ALLPUB,CORNER,GTL,NAMES,NORM,NORM,1FAM,2STORY,6,6,1968,1968,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,576.0,TA,GD,CBLOCK,GD,TA,GD,REC,448.0,TA,0.0,448.0,896.0,GASA,TA,Y,SBRKR,1182.0,960.0,0.0,2142.0,0,0,2,1,4,1,GD,8,TYP,1,GD,ATTCHD,ATTCHD,1,509.0,ATTCHD,ATTCHD,Y,0.0,72.0,0.0,0.0,252.0,NA,NA,0,6,2009,WD,NORMAL,193500,True,False
82,120,RM,32.0,4500.0,PAVE,NA,REG,LVL,ALLPUB,FR2,GTL,MITCHEL,NORM,NORM,TWNHSE,1STORY,6,5,1998,1998,HIP,COMPSHG,VINYLSD,VINYLSD,BRKFACE,443.0,TA,GD,PCONC,EX,GD,EX,GLQ,1201.0,GD,0.0,36.0,1237.0,GASA,EX,Y,SBRKR,1337.0,0.0,0.0,1337.0,1,0,2,0,2,1,TA,5,TYP,0,NA,ATTCHD,ATTCHD,2,405.0,ATTCHD,ATTCHD,Y,0.0,199.0,0.0,0.0,0.0,NA,NA,0,3,2006,WD,NORMAL,153500,True,False
83,20,RL,78.0,10206.0,PAVE,NA,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,1STORY,8,5,2007,2007,GABLE,COMPSHG,VINYLSD,VINYLSD,STONE,468.0,TA,TA,PCONC,GD,TA,GD,GLQ,33.0,TA,0.0,1530.0,1563.0,GASA,EX,Y,SBRKR,1563.0,0.0,0.0,1563.0,0,0,2,0,3,1,GD,6,TYP,1,GD,ATTCHD,ATTCHD,3,758.0,ATTCHD,ATTCHD,Y,144.0,99.0,0.0,0.0,0.0,NA,NA,0,10,2008,WD,NORMAL,245000,True,False
84,20,RL,80.0,8892.0,PAVE,NA,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,5,1960,1960,GABLE,COMPSHG,METALSD,METALSD,BRKCMN,66.0,TA,TA,CBLOCK,TA,TA,TA,UNF,0.0,TA,0.0,1065.0,1065.0,GASA,GD,Y,SBRKR,1065.0,0.0,0.0,1065.0,0,0,1,1,3,1,TA,6,TYP,0,NA,DETCHD,DETCHD,2,461.0,DETCHD,DETCHD,Y,74.0,0.0,0.0,0.0,0.0,NA,NA,0,7,2007,COD,NORMAL,126500,True,False
